method_name,variant_name,bhattacharyya_distance,wasserstein_distance,gradient_magnitude_similarity,edge_preservation_f1,local_contrast_ratio,background_uniformity,artifact_circularity_score,composite_score,rank_score
rolling_ball,rolling_ball__v4__hm_1,2.89384859309666,0.2918083766368606,0.5248217417134179,0.06613572170774945,11.181630670886234,0.3874189880628387,0.031176870817596083,0.3732350286152112,-2.2526413485147376
polynomial_fit,polynomial_fit__v1__hm_1,3.677057937472319,0.3018110715590107,0.6501254770490859,0.10748706809143532,9.078884917912802,0.31704182248604984,0.03205831380460502,0.3724312153844933,-2.88088356231092
polynomial_fit,polynomial_fit__v2__hm_1,3.677057937472319,0.3018110715590107,0.6501254770490859,0.10748706809143532,9.078884917912802,0.31704182248604984,0.03205831380460502,0.3724312153844933,-2.88088356231092
gaussian_background,gaussian_background__v4__hm_1,4.441129161334794,0.34651009100101265,0.636351509226693,0.1126752364182102,8.705004628864154,0.2382489258564863,0.03681037905965307,0.36099561777583705,-3.714427267974719
gaussian_background,gaussian_background__v3__hm_1,4.441129161334794,0.34651009100101265,0.636351509226693,0.1126752364182102,8.705004628864154,0.2382489258564863,0.03681037905965307,0.36099561777583705,-3.714427267974719
gaussian_background,gaussian_background__v2__hm_1,4.441129161334794,0.34651009100101265,0.636351509226693,0.1126752364182102,8.705004628864154,0.2382489258564863,0.03681037905965307,0.36099561777583705,-3.714427267974719
gaussian_background,gaussian_background__v1__hm_1,4.441129161334794,0.34651009100101265,0.636351509226693,0.1126752364182102,8.705004628864154,0.2382489258564863,0.03681037905965307,0.36099561777583705,-3.714427267974719
basicpy,basicpy__v10__hm_1,4.460549717122924,0.34853468590234926,0.6339800887637668,0.1140589954007195,8.450860067117155,0.23555134904453423,0.036631856248129334,0.36068422117005305,-3.7369929539388638
basicpy,basicpy__v12__hm_1,4.460549717122924,0.34853468590234926,0.6339800887637668,0.1140589954007195,8.450860067117155,0.23555134904453423,0.036631856248129334,0.36068422117005305,-3.7369929539388638
basicpy,basicpy__v14__hm_1,4.460549717122924,0.34853468590234926,0.6339800887637668,0.1140589954007195,8.450860067117155,0.23555134904453423,0.036631856248129334,0.36068422117005305,-3.7369929539388638
basicpy,basicpy__v16__hm_1,4.460549717122924,0.34853468590234926,0.6339800887637668,0.1140589954007195,8.450860067117155,0.23555134904453423,0.036631856248129334,0.36068422117005305,-3.7369929539388638
basicpy,basicpy__v20__hm_1,4.460549717122924,0.34853468590234926,0.6339800887637668,0.1140589954007195,8.450860067117155,0.23555134904453423,0.036631856248129334,0.36068422117005305,-3.7369929539388638
basicpy,basicpy__v18__hm_1,4.460549717122924,0.34853468590234926,0.6339800887637668,0.1140589954007195,8.450860067117155,0.23555134904453423,0.036631856248129334,0.36068422117005305,-3.7369929539388638
basicpy,basicpy__v6__hm_1,4.460549717122924,0.34853468590234926,0.6339800887637668,0.1140589954007195,8.450860067117155,0.23555134904453423,0.036631856248129334,0.36068422117005305,-3.7369929539388638
basicpy,basicpy__v8__hm_1,4.460549717122924,0.34853468590234926,0.6339800887637668,0.1140589954007195,8.450860067117155,0.23555134904453423,0.036631856248129334,0.36068422117005305,-3.7369929539388638
basicpy,basicpy__v24__hm_1,4.460549717122924,0.34853468590234926,0.6339800887637668,0.1140589954007195,8.450860067117155,0.23555134904453423,0.036631856248129334,0.36068422117005305,-3.7369929539388638
basicpy,basicpy__v22__hm_1,4.460549717122924,0.34853468590234926,0.6339800887637668,0.1140589954007195,8.450860067117155,0.23555134904453423,0.036631856248129334,0.36068422117005305,-3.7369929539388638
basicpy,basicpy__v2__hm_1,4.460549717122924,0.34853468590234926,0.6339800887637668,0.1140589954007195,8.450860067117155,0.23555134904453423,0.036631856248129334,0.36068422117005305,-3.7369929539388638
basicpy,basicpy__v4__hm_1,4.460549717122924,0.34853468590234926,0.6339800887637668,0.1140589954007195,8.450860067117155,0.23555134904453423,0.036631856248129334,0.36068422117005305,-3.7369929539388638
