method_name,bhattacharyya_distance,wasserstein_distance,gradient_magnitude_similarity,edge_preservation_f1,local_contrast_ratio,background_uniformity,artifact_circularity_score,composite_score,rank_score
basicpy,3.076324150347648,0.2987660454244987,0.7008104191886053,0.14860845941667486,7.93875051783095,1.2074840554826964,0.03208876510759424,0.4026613785755698,-2.1550987036988913
gaussian_background,4.441129161334794,0.34651009100101265,0.636351509226693,0.1126752364182102,8.705004628864154,0.2382489258564863,0.03681037905965307,0.36099561777583705,-3.714427267974719
morphological_opening,2.4035261074960186,0.29211444048269186,0.6988436248567369,0.08853280391795987,13.508367063813324,0.5340222283034277,0.028400949233033324,0.40180086494154593,-1.5348642034955011
polynomial_fit,3.677057937472319,0.3018110715590107,0.6501254770490859,0.10748706809143532,9.078884917912802,0.31704182248604984,0.03205831380460502,0.3724312153844933,-2.88088356231092
rolling_ball,2.3874703442230003,0.2681472727312616,0.6695589042372173,0.1513474581707291,8.804896467513895,1.2658536946219408,0.028504556058612306,0.411754260091748,-1.4514615505131796
