file_name,mean,std,median,min,max,pixel_count
218-4_part_10_tile_1.png,0.2783929407596588,0.015296128578484058,0.27843138575553894,0.16862745583057404,1.0,1048576
218-4_part_10_tile_10.png,0.27960145473480225,0.014686751179397106,0.27843138575553894,0.16862745583057404,0.6941176652908325,1048576
218-4_part_10_tile_11.png,0.26935237646102905,0.018147792667150497,0.2705882489681244,0.1568627506494522,1.0,1048576
218-4_part_10_tile_13.png,0.2828948199748993,0.013561724685132504,0.2823529541492462,0.18039216101169586,0.5490196943283081,1048576
218-4_part_10_tile_15.png,0.27909034490585327,0.011839265935122967,0.27843138575553894,0.16078431904315948,0.5215686559677124,1048576
218-4_part_10_tile_2.png,0.2757863998413086,0.012178555130958557,0.27450984716415405,0.16862745583057404,0.5529412031173706,1048576
218-4_part_10_tile_4.png,0.27899283170700073,0.01782928593456745,0.27843138575553894,0.15294118225574493,0.6705882549285889,1048576
218-4_part_10_tile_5.png,0.28080642223358154,0.014171501621603966,0.2823529541492462,0.1568627506494522,0.9647059440612793,1048576
218-4_part_10_tile_6.png,0.27684643864631653,0.013640680350363255,0.27843138575553894,0.16470588743686676,0.6666666865348816,1048576
218-4_part_10_tile_7.png,0.27552565932273865,0.014598763547837734,0.27450984716415405,0.16470588743686676,0.8588235378265381,1048576
218-4_part_10_tile_8.png,0.27497604489326477,0.01565936952829361,0.27450984716415405,0.1568627506494522,0.7137255072593689,1048576
218-4_part_10_tile_9.png,0.2761044502258301,0.011088958010077477,0.27450984716415405,0.1764705926179886,0.48627451062202454,1048576
218-4_part_14_tile_1.png,0.2790240943431854,0.026178307831287384,0.27843138575553894,0.13725492358207703,1.0,1048576
218-4_part_14_tile_11.png,0.26827293634414673,0.025694509968161583,0.2666666805744171,0.11764705926179886,1.0,1048576
218-4_part_14_tile_12.png,0.2839522659778595,0.029670611023902893,0.2823529541492462,0.10588235408067703,1.0,1048576
218-4_part_14_tile_13.png,0.27464017271995544,0.018899135291576385,0.27450984716415405,0.13725492358207703,0.7411764860153198,1048576
218-4_part_14_tile_14.png,0.2745603621006012,0.027514567598700523,0.2705882489681244,0.13333334028720856,1.0,1048576
218-4_part_14_tile_15.png,0.26612529158592224,0.025004547089338303,0.26274511218070984,0.11764705926179886,1.0,1048576
218-4_part_14_tile_16.png,0.28815269470214844,0.022343911230564117,0.2862745225429535,0.125490203499794,1.0,1048576
218-4_part_14_tile_4.png,0.28828391432762146,0.03703714534640312,0.2862745225429535,0.12156862765550613,1.0,1048576
218-4_part_14_tile_5.png,0.276622474193573,0.023630211129784584,0.27450984716415405,0.13333334028720856,1.0,1048576
218-4_part_14_tile_6.png,0.2817097008228302,0.028241625055670738,0.2823529541492462,0.13333334028720856,1.0,1048576
218-4_part_14_tile_7.png,0.27755627036094666,0.03025742620229721,0.27450984716415405,0.11764705926179886,1.0,1048576
218-4_part_14_tile_8.png,0.2875215411186218,0.031124664470553398,0.2862745225429535,0.125490203499794,1.0,1048576
218-4_part_14_tile_9.png,0.2703489363193512,0.0213379617780447,0.2705882489681244,0.13333334028720856,1.0,1048576
218-4_part_15_tile_1.png,0.2720066010951996,0.019369523972272873,0.2705882489681244,0.13725492358207703,0.8352941274642944,1048576
218-4_part_15_tile_11.png,0.27388662099838257,0.01739228330552578,0.27450984716415405,0.13725492358207703,0.5333333611488342,1048576
218-4_part_15_tile_12.png,0.2752944529056549,0.017636090517044067,0.27450984716415405,0.1411764770746231,0.8352941274642944,1048576
218-4_part_15_tile_13.png,0.27993151545524597,0.016445476561784744,0.27843138575553894,0.15294118225574493,0.6549020409584045,1048576
218-4_part_15_tile_14.png,0.2863283157348633,0.014634017832577229,0.2862745225429535,0.1725490242242813,1.0,1048576
218-4_part_15_tile_15.png,0.2759414613246918,0.016323868185281754,0.27450984716415405,0.1568627506494522,0.658823549747467,1048576
218-4_part_15_tile_16.png,0.276957243680954,0.01681452989578247,0.27450984716415405,0.15294118225574493,0.5372549295425415,1048576
218-4_part_15_tile_2.png,0.2823900580406189,0.020205477252602577,0.2823529541492462,0.13725492358207703,1.0,1048576
218-4_part_15_tile_3.png,0.27357566356658936,0.027056751772761345,0.2705882489681244,0.11764705926179886,0.9333333373069763,1048576
218-4_part_15_tile_5.png,0.2729676365852356,0.018772849813103676,0.2705882489681244,0.14509804546833038,1.0,1048576
218-4_part_15_tile_6.png,0.28335636854171753,0.014880633912980556,0.2823529541492462,0.15294118225574493,0.5333333611488342,1048576
218-4_part_15_tile_9.png,0.2707434892654419,0.017793413251638412,0.2666666805744171,0.14901961386203766,0.501960813999176,1048576
218-4_part_16_tile_1.png,0.28573209047317505,0.018296001479029655,0.2862745225429535,0.1764705926179886,0.7058823704719543,1048576
218-4_part_16_tile_10.png,0.29275834560394287,0.021467158570885658,0.29019609093666077,0.16862745583057404,0.7411764860153198,1048576
218-4_part_16_tile_11.png,0.28684622049331665,0.024889560416340828,0.2862745225429535,0.16078431904315948,1.0,1048576
218-4_part_16_tile_12.png,0.2887018024921417,0.020650913938879967,0.2862745225429535,0.16862745583057404,0.8862745761871338,1048576
218-4_part_16_tile_13.png,0.2860943377017975,0.0203287061303854,0.2862745225429535,0.1568627506494522,0.6901960968971252,1048576
218-4_part_16_tile_14.png,0.29178377985954285,0.02362552471458912,0.29019609093666077,0.16470588743686676,1.0,1048576
218-4_part_16_tile_15.png,0.2905963957309723,0.029496554285287857,0.29019609093666077,0.15294118225574493,1.0,1048576
218-4_part_16_tile_2.png,0.2889235317707062,0.0175237525254488,0.2862745225429535,0.18039216101169586,0.6039215922355652,1048576
218-4_part_16_tile_4.png,0.28878453373908997,0.0169492457062006,0.29019609093666077,0.18039216101169586,0.658823549747467,1048576
218-4_part_16_tile_5.png,0.29127126932144165,0.020899269729852676,0.29019609093666077,0.16470588743686676,0.5254902243614197,1048576
218-4_part_16_tile_7.png,0.2888413071632385,0.021914714947342873,0.29019609093666077,0.1725490242242813,1.0,1048576
218-4_part_16_tile_8.png,0.29286688566207886,0.023340880870819092,0.29019609093666077,0.18039216101169586,1.0,1048576
218-4_part_1_tile_1.png,0.32116398215293884,0.012046216987073421,0.32156863808631897,0.21568627655506134,0.6627451181411743,1048576
218-4_part_1_tile_10.png,0.308766633272171,0.018340928480029106,0.30980393290519714,0.18431374430656433,1.0,1048576
218-4_part_1_tile_11.png,0.3000282049179077,0.017259851098060608,0.2980392277240753,0.1921568661928177,0.8745098114013672,1048576
218-4_part_1_tile_12.png,0.30508458614349365,0.01545901782810688,0.30588236451148987,0.1921568661928177,0.8705882430076599,1048576
218-4_part_1_tile_13.png,0.30490055680274963,0.012437338009476662,0.30588236451148987,0.1882352977991104,0.8705882430076599,1048576
218-4_part_1_tile_14.png,0.308133602142334,0.01508159376680851,0.30980393290519714,0.18431374430656433,0.9058823585510254,1048576
218-4_part_1_tile_15.png,0.30101123452186584,0.012479892931878567,0.3019607961177826,0.1921568661928177,0.4941176474094391,1048576
218-4_part_1_tile_16.png,0.30410662293434143,0.016336049884557724,0.30588236451148987,0.1764705926179886,0.686274528503418,1048576
218-4_part_1_tile_2.png,0.32134976983070374,0.017973868176341057,0.32156863808631897,0.21176470816135406,0.8235294818878174,1048576
