epoch,train_loss,train_dice,train_iou,val_loss,val_dice,val_iou,lr,seconds
35,0.12579401617404073,0.9530663443729281,0.9104486312717199,0.31939923111349344,0.8925211913883686,0.8071571364998817,0.000727268254619904,77.8107807636261
36,0.12159861845429987,0.954648956656456,0.9132893923670053,0.3272285209968686,0.8914093747735023,0.8051751516759396,0.0007131767561367542,78.29562902450562
37,0.12073702260386199,0.9549648314714432,0.9138792026787996,0.3351446036249399,0.8884032666683197,0.8004650063812733,0.0006988753713720732,76.3244481086731
38,0.1154129565693438,0.9567968267947435,0.9172498900443316,0.33784544561058283,0.8908882550895214,0.8046364784240723,0.000684378214065997,75.170658826828
39,0.10824032232630998,0.959475502371788,0.9221700858324766,0.3444226775318384,0.8883428685367107,0.8004861958324909,0.0006696995911625234,76.45305562019348
40,0.10566959460265934,0.9604147654026747,0.9238937813788652,0.3542917836457491,0.88802769780159,0.7999389134347439,0.0006548539886902865,75.02944278717041
41,0.10056348191574216,0.962420686148107,0.9276179801672697,0.37477164063602686,0.8827671259641647,0.7916403152048588,0.0006398560574665953,75.51949501037598
42,0.09662856068462133,0.9638613630086184,0.9302834728732705,0.3524460168555379,0.8903203681111336,0.8037146367132664,0.0006247205986388451,76.75388503074646
43,0.09309075959026814,0.9652252132073045,0.9328226484358311,0.3663563337177038,0.8867020905017853,0.7979779839515686,0.0006094625490775733,75.73204278945923
44,0.08969473285833374,0.9663637932389975,0.9349474105983973,0.35699009895324707,0.8906982317566872,0.8042035549879074,0.0005940969666355698,76.68569087982178
45,0.08622521674260497,0.9677080884575844,0.9374664761126041,0.38251234218478203,0.884118277579546,0.7937402650713921,0.0005786390152875956,76.28673934936523
46,0.08475590171292424,0.9683614503592253,0.9386864751577377,0.3755498342216015,0.8880653530359268,0.800100464373827,0.0005631039501653703,75.14215040206909
47,0.08381799556082115,0.9684530217200518,0.9388655992224813,0.37819004245102406,0.8881604373455048,0.8003237769007683,0.0005475071025025981,75.95772361755371
48,0.0795870836591348,0.970130099914968,0.9420169834047556,0.3869519680738449,0.8862539120018482,0.7971869707107544,0.0005318638645048923,75.30159711837769
49,0.07638949557440355,0.9713910715654492,0.9443987747654319,0.3960935156792402,0.8860237337648869,0.7968762330710888,0.0005161896741595253,77.24442648887634
50,0.07450199784943834,0.9720149515196681,0.9455787241458893,0.40015678852796555,0.8899495676159859,0.8031198419630527,0.0005005000000000002,75.60744595527649
51,0.07481789868324995,0.9718856019899249,0.9453279608860612,0.3878477746620774,0.8889207914471626,0.8013269826769829,0.0004848103258404751,76.89584875106812
52,0.07174858840880916,0.9730017827823758,0.9474477171897888,0.4055692730471492,0.8893297389149666,0.8020253852009773,0.0004691361354951082,77.84561514854431
53,0.07036330207483843,0.9735501883551478,0.9484814936295152,0.40298957005143166,0.8881988078355789,0.8004072085022926,0.00045349289749740224,77.1213972568512
54,0.06921975512523204,0.973945265635848,0.9492398966103792,0.4035356901586056,0.8888836652040482,0.8012945763766766,0.0004378960498346302,75.89655685424805
55,0.06579574558418244,0.9752777209505439,0.9517676327377558,0.40400144550949335,0.8891147747635841,0.8016262166202068,0.0004223609847124048,77.37671709060669
56,0.06513522716704756,0.9756326004862785,0.9524380136281252,0.41987162828445435,0.8852411918342113,0.7955526746809483,0.0004069030333644307,77.18281555175781
57,0.0647288000327535,0.9756383271887898,0.9524522870779037,0.4031682573258877,0.8890959285199642,0.8016774356365204,0.0003915374509224273,77.00280523300171
58,0.061847043107263744,0.976785235106945,0.9546395931392908,0.41791318729519844,0.8882073573768139,0.8002442382276058,0.0003762794013611551,75.541752576828
59,0.05872566410107538,0.9780681785196066,0.9570895936340094,0.42435116693377495,0.8897005543112755,0.802617434412241,0.00036114394253340513,76.91486716270447
60,0.05763576237950474,0.9785176897421479,0.9579523019492626,0.42989575024694204,0.8890062570571899,0.8015181012451649,0.000346146011309714,75.6294162273407
61,0.05799626436783001,0.9782886393368244,0.957512516528368,0.4407122004777193,0.8874075822532177,0.7989785149693489,0.00033130040883747703,77.51216077804565
62,0.05673379095969722,0.978765532374382,0.9584277411922812,0.43720568902790546,0.8876668177545071,0.7994197197258472,0.0003166217859340036,77.33955335617065
63,0.05578449653694406,0.9792461507022381,0.9593463819473982,0.4387797946110368,0.8884926289319992,0.8007286451756954,0.0003021246286279271,77.90211915969849
64,0.05461628269404173,0.979665138758719,0.9601510995998979,0.4425351759418845,0.8871894627809525,0.7986363768577576,0.00028782324386324626,76.74903774261475
65,0.05272566742496565,0.9803935252130032,0.9615483349189162,0.4480651877820492,0.8897052817046642,0.8027364984154701,0.00027373174538009644,74.86566734313965
66,0.0587282819324173,0.978037828579545,0.9570368146523833,0.43474848940968513,0.8850582875311375,0.7951994389295578,0.00025986403978619317,75.87090158462524
67,0.0579408654011786,0.9783007986843586,0.9575407085940242,0.44877239502966404,0.8785404823720455,0.7855119071900845,0.00024623381283268956,74.68343496322632
68,0.05309965385822579,0.9801980126649141,0.9611738594248891,0.44325543753802776,0.8892002701759338,0.8018753379583359,0.00023285451590799108,77.78280448913574
69,0.05347171513130888,0.9800266930833459,0.9608463197946548,0.4556921496987343,0.8863110840320587,0.7971333675086498,0.00021973935276286074,75.82024192810059
70,0.048525209655053914,0.9819795396178961,0.9646031400188804,0.4617532230913639,0.8874556012451649,0.7990409955382347,0.00020690126647990976,78.76369976997375
71,0.04756060050567612,0.9823411293327808,0.9653064953163266,0.4574357448145747,0.8881800584495068,0.8001346029341221,0.00019435292670033822,75.12737131118774
72,0.04700019903248176,0.9825922325253487,0.9657876398414373,0.46681009512394667,0.8879652544856071,0.7999226748943329,0.0001821067171205295,78.397878408432
73,0.04580298555083573,0.9830817840993404,0.966734073124826,0.4753692261874676,0.8891127668321133,0.8016954064369202,0.000170174723270836,76.6087396144867
74,0.04532407969236374,0.9832351701334119,0.9670310588553548,0.47138726338744164,0.8891855105757713,0.8018468469381332,0.00015856872058862001,76.34971785545349
75,0.04552031616913155,0.9831650089472532,0.9668938796967268,0.48847794253379107,0.8884370997548103,0.8005599491298199,0.00014730016279731957,74.24567532539368
76,0.04593076801393181,0.9829516150057316,0.9664816437289119,0.4548186007887125,0.8879399560391903,0.7998227886855602,0.00013638017060300508,76.33756136894226
77,0.04313416293007322,0.9841422010213137,0.9687840007245541,0.4762999080121517,0.888006616383791,0.7999053299427032,0.00012581952071958545,75.1676254272461
78,0.04263380588963628,0.9842860857024789,0.9690651521086693,0.48838676139712334,0.8862168826162815,0.7970584519207478,0.00011562863523349334,77.37191081047058
79,0.0420219709048979,0.9845573296770453,0.9695919388905168,0.501343515701592,0.8878310099244118,0.7996681705117226,0.00010581757131834266,77.74076652526855
80,0.040265744319185615,0.9853069204837084,0.9710435289889574,0.5069780265912414,0.8881900049746037,0.8002016358077526,9.639601130971382e-05,77.43190264701843
81,0.039581580174854025,0.985583508387208,0.9715817822143435,0.5066371625289321,0.8854345194995403,0.7957376837730408,8.737325314985643e-05,77.43697714805603
82,0.040748569706920534,0.9850828126072884,0.9706085044890642,0.5095727732405066,0.8878623954951763,0.7996716648340225,7.875820121174359e-05,76.86250591278076
83,0.04045964841498062,0.9851797819137573,0.9707974651828408,0.4991846792399883,0.8886789306998253,0.8010171689093113,7.05593575115301e-05,76.93384647369385
84,0.038919688609894365,0.9858107883483171,0.972023188136518,0.5055792974308133,0.887903731316328,0.7997726872563362,6.278481331809015e-05,76.75841498374939
85,0.03806598961818963,0.9861941114068031,0.9727718299254775,0.5096942847594619,0.8874802067875862,0.799065139144659,5.54422411679103e-05,78.78205728530884
86,0.03758585816831328,0.9863822804763913,0.9731355234980583,0.4913564082235098,0.8873242922127247,0.7988154925405979,4.853888729322334e-05,76.67005634307861
87,0.03701684786938131,0.9865887835621834,0.9735376900061965,0.5014830539003015,0.8879838474094868,0.799859419465065,4.2081564470851536e-05,76.3588502407074
88,0.03668422269402072,0.9867629669606686,0.9738766076043248,0.5233469130471349,0.8874537348747253,0.7990044690668583,3.6076645298818454e-05,75.24812722206116
89,0.0364105629560072,0.986836776137352,0.9740205006673932,0.5197361707687378,0.8884161487221718,0.8005872145295143,3.053005590736439e-05,76.43438577651978
90,0.0360388595436234,0.9870247906073928,0.9743871940299869,0.5121773555874825,0.8874209076166153,0.7989625036716461,2.5447270110570814e-05,77.31177282333374
91,0.03563236421905458,0.9871605997905135,0.9746501976624131,0.5068099424242973,0.8876531161367893,0.799321860074997,2.0833304004366997e-05,77.19836831092834
92,0.03563954378478229,0.9871908882632852,0.9747103862464428,0.5207880642265081,0.8882324956357479,0.800276979804039,1.6692711016248837e-05,75.73774743080139
93,0.03510394276236184,0.9874229123815894,0.9751621372997761,0.5295222112908959,0.8881066218018532,0.8000881522893906,1.3029577411595715e-05,75.83984851837158
94,0.03517198300687596,0.9873562520369887,0.9750336743891239,0.5174658875912428,0.8880284689366817,0.7999466620385647,9.847518261019987e-06,77.06119632720947
95,0.035277639370178804,0.9873329224064946,0.9749865531921387,0.5208576302975416,0.8882743827998638,0.8003572598099709,7.14967387272874e-06,77.87800240516663
96,0.03520690050208941,0.9873856026679277,0.9750890359282494,0.5238208789378405,0.8877654820680618,0.7995159775018692,4.9387066934183575e-06,76.47268104553223
97,0.035187177592888474,0.9873586781322956,0.9750357316806912,0.5150461532175541,0.8882508911192417,0.800315722823143,3.2167986807615425e-06,77.77474784851074
98,0.03500733198598027,0.9874125365167856,0.9751443406566978,0.5273848511278629,0.8883840069174767,0.8005444221198559,1.9856491500783564e-06,78.09831094741821
99,0.03506302603636868,0.9874106226488948,0.9751373706385493,0.5174707928672433,0.8881124891340733,0.8000872284173965,1.2464730973170658e-06,76.00189995765686
100,0.03490418515866622,0.9875165475532413,0.9753449438139796,0.5319954706355929,0.888060562312603,0.7999943681061268,1e-06,76.76034760475159
