image,mean,std,median
218-5_part_23_tile_15.png,72.82494354248047,4.225136522949243,73.0
218-5_part_23_tile_2.png,73.36122608184814,4.177076697336523,73.0
218-5_part_23_tile_5.png,73.5165376663208,5.1929773318580255,73.0
218-5_part_23_tile_6.png,73.97325229644775,4.536791845202401,74.0
218-5_part_23_tile_7.png,72.49838829040527,4.89904599110615,72.0
218-5_part_23_tile_8.png,74.4441032409668,5.180896074118916,74.0
218-5_part_23_tile_9.png,72.32907772064209,4.301556892486373,72.0
218-5_part_4_tile_1.png,72.44591999053955,3.235032061473023,72.0
218-5_part_4_tile_12.png,74.6348295211792,3.9202191553752113,75.0
218-5_part_4_tile_13.png,73.44455051422119,4.15266803331985,73.0
218-5_part_4_tile_14.png,74.38968753814697,3.595419593383164,74.0
218-5_part_4_tile_16.png,75.15628051757812,3.1476447002644465,75.0
218-5_part_4_tile_2.png,74.25743961334229,4.864685342574786,74.0
218-5_part_4_tile_3.png,74.89605236053467,8.436225117711073,73.0
218-5_part_4_tile_6.png,74.82734394073486,4.734782974145913,75.0
218-5_part_4_tile_7.png,74.16922283172607,4.616864610984873,74.0
218-5_part_4_tile_8.png,75.12379455566406,3.9566449534764616,75.0
218-5_part_4_tile_9.png,72.88399600982666,3.6629398004602263,73.0
218-5_part_9_tile_1.png,73.42420959472656,4.901476904587715,73.0
218-5_part_9_tile_10.png,74.54171371459961,4.457393428078718,74.0
218-5_part_9_tile_13.png,74.2733736038208,2.860461358882737,74.0
218-5_part_9_tile_15.png,74.3775053024292,3.2640935299872362,74.0
218-5_part_9_tile_16.png,75.06883811950684,3.637153919294412,75.0
218-5_part_9_tile_2.png,74.44167232513428,4.347715543202041,74.0
218-5_part_9_tile_3.png,73.53803730010986,4.668815798446204,73.0
218-5_part_9_tile_4.png,74.06668186187744,4.593983187567039,74.0
218-5_part_9_tile_5.png,73.98402881622314,2.851520281851378,74.0
218-5_part_9_tile_6.png,74.80741119384766,4.374503608459087,75.0
218-5_part_9_tile_7.png,74.03994083404541,4.204508640952428,74.0
218-5_part_9_tile_9.png,73.90572547912598,4.7252522907328744,74.0
218-6_part_16_tile_10.png,75.13350677490234,5.409631993824431,75.0
218-6_part_16_tile_12.png,75.77329730987549,4.233202824247334,76.0
218-6_part_16_tile_13.png,74.72535514831543,5.387262960272482,75.0
218-6_part_16_tile_14.png,75.28050136566162,4.585039454410201,75.0
218-6_part_16_tile_16.png,76.28996276855469,4.554825418535861,76.0
218-6_part_16_tile_2.png,75.38099670410156,5.684259878671565,75.0
218-6_part_16_tile_3.png,74.66496562957764,4.869894475475224,75.0
218-6_part_16_tile_4.png,75.90185546875,4.754157179617659,76.0
218-6_part_16_tile_5.png,74.41729736328125,5.139350898084359,74.0
