image,method,intensity_bhattacharyya,intensity_wasserstein,gradient_similarity,edge_preservation,local_contrast_ratio,mask_contrast,artifact_penalty,composite_score
"Aufnahme-08_0,5Mio_nach_72h.jpg",poly3,0.3219369923126919,3.3872485157917254,0.9303887797834318,0.07567127746135069,1.865317814470081,,0.36647746860930347,0.5140043697614143
"Aufnahme-09_0,5Mio_nach_72h.jpg",gaussian,0.4423099987535461,3.707723920379067,0.9237924604423378,0.06198034769463341,1.9674143380395512,,0.3689266824436221,0.48822645125596364
"Aufnahme-09_0,5Mio_nach_72h.jpg",opening,0.07924452462926362,2.302533004403813,0.876742040158319,0.06693227091633466,1.7901230374921484,,0.23052198615083633,0.5707102569137473
"Aufnahme-09_0,5Mio_nach_72h.jpg",rolling_ball,0.02549610274558092,2.5448669082834385,0.973649684867955,0.0825615242127547,1.4687003309831048,,0.195756596984199,0.6097642468052489
"Aufnahme-09_0,5Mio_nach_72h.jpg",poly2,0.33939206504834335,3.5348618519492447,0.9122752197069954,0.0625289628965986,1.9817097141235265,,0.31781495708860014,0.5077865027258891
"Aufnahme-09_0,5Mio_nach_72h.jpg",poly3,0.3416007861533812,3.5466813106904738,0.9171846347087264,0.06319667780310363,1.9626495842442004,,0.31364279432683506,0.5085732999621864
Aufnahme-09_2Mio_nach_72h.jpg,gaussian,0.3330460886637422,3.3940200122015085,0.9060024911848947,0.03621892552200086,1.585716799878074,,0.4824673170423361,0.4949004241406952
Aufnahme-09_2Mio_nach_72h.jpg,opening,0.02918249922868043,2.395851959445281,0.9450961940993775,0.04217980295566502,1.3444952549755755,,0.27410101523763825,0.5913357519030259
Aufnahme-09_2Mio_nach_72h.jpg,rolling_ball,0.025373007791245353,2.511100020201411,0.8766960165613465,0.053048431128037477,1.1682461990131365,,0.1970988734513407,0.5875797649217276
Aufnahme-09_2Mio_nach_72h.jpg,poly2,0.3446784556006337,3.448319788731169,0.875428233455382,0.03720829026818256,1.4961996060205314,,0.4611402374932004,0.4884363657938357
Aufnahme-09_2Mio_nach_72h.jpg,poly3,0.34503541671220544,3.4354128313134424,0.8729886598046526,0.03800462144896018,1.4899805807580127,,0.4588199380935669,0.48818857634929436
"Aufnahme-12_0,5Mio_nach_96h.jpg",gaussian,0.340662267340708,3.6452794367505703,0.9754034165337282,0.02363326535743219,1.5850748261018133,,0.3062787229611117,0.5124497637942618
"Aufnahme-12_0,5Mio_nach_96h.jpg",opening,0.05099770244197919,2.412339586444432,0.9522065163109248,0.034895875211063763,1.248191936356729,,0.20253022881020463,0.588917814294686
"Aufnahme-12_0,5Mio_nach_96h.jpg",rolling_ball,0.027454845441805886,2.3973566490167286,0.7508923512578426,0.07417143930147405,0.7200627954844158,,0.05315981682021368,0.5799860873105533
"Aufnahme-12_0,5Mio_nach_96h.jpg",poly2,0.34166351568946796,3.5025638299703132,0.9146764555391504,0.028082633957391866,1.4088939742452504,,0.29862062223967806,0.5028578021516703
"Aufnahme-12_0,5Mio_nach_96h.jpg",poly3,0.34074693084113455,3.4827003958343994,0.90555607419148,0.02736130704373216,1.3933814604713883,,0.28814817790908415,0.5019398807495693
